published_date,username,comment,like_count,reply_count,reply_to_user,reply_to_comment,video_id,clean,sentiment
2024-07-02T05:52:01Z,@AhmadFathoniAziz,Yg komen fans nya zee semua 😂,0,1,-,-,aY7tiJJTG_4,yg komen fans nya zee,Neutral
2024-07-27T03:57:53Z,@anya.12,Ah nggak juga,2,-,@AhmadFathoniAziz,Yg komen fans nya zee semua 😂,aY7tiJJTG_4,ah nggak,Neutral
2024-06-29T07:45:10Z,@technopalembang,"Gue sudah nonton semua skuel dilan,

1. Gue rasa arbani cocok sebagai dilan di era berbeda ini,Justru kalo ikbal yang peranin di era ancika ini jatuhnya kayak kakak adik atau seumuran,padahal kan beda dilan kuliah ancika sma,ikbal cocok dengan versi dilan anak anak sma,gak tahu kenapa walau sudah di dewasa dewasakan gak cocok dengan karakter ikbal,nanti jatuhnya jadi aktingnya gak natural.

2. Karakter arbani juga mencerminkan sosok dilan yang berbeda,mengalir,gak dimirip miripkan dengan ikbal (kalo di tempat umum ketemu arbani pasti melekat dengan karakter dilan)

3. Peran arbani dengan zee sangat cocok,natural dan chemistrynya dapat,

Semoga ada lanjutan ancika dengan dilan",0,0,-,-,aY7tiJJTG_4,gue nonton skuel dil gue arbani cocok dil era beda inijustru kalo ikbal peranin era ancika jatuh kayak kakak adik seumuranpadahal beda dil kuliah ancika smaikbal cocok versi dil anak anak smagak dewasa dewasa gak cocok karakter ikbalnanti jatuh akting gak natural karakter arbani cermin sosok dil berbedamengalirgak mirip mirip ikbal kalo ketemu arbani lekat karakter dil peran arbani zee cocoknatural chemistrynya moga lanjut ancika dil,Positive
2024-06-29T05:54:48Z,@mown25aedo99,"Awal mau nnton kok dilannta beda, ah ud cbain dlu nnton, tp arbani ga ngilangin karakteristik dila  kok, ccok ajj, dilan yg ud dewasa,, di 1995",0,0,-,-,aY7tiJJTG_4,nnton dilannta beda ah ud cbain dlu nnton tp arbani ga ngilangin karakteristik dila ccok ajj dil yg ud dewasa,Neutral
2024-06-24T21:10:11Z,@BiteSizeNarratives,"Malah lebih bagus Arbani, bhs Sunda nya dapat",0,0,-,-,aY7tiJJTG_4,bagus arbani bhs sunda nya,Neutral
2024-06-21T01:48:24Z,@e.s.p4620,"mantap juga,bagus juga,istimewa kok❤",0,0,-,-,aY7tiJJTG_4,mantap jugabagus jugaistimewa,Neutral
2024-06-16T13:29:06Z,@wulansarioktoviana9901,Ditunggu film ancika 2 nya....bnr2 dpt chemistrynya.,1,0,-,-,aY7tiJJTG_4,tunggu film ancika nyabnr dpt chemistrynya,Neutral
2024-06-15T21:35:13Z,@ajiedanang3061,Kemal istrinya alumni indonesia global ya,0,0,-,-,aY7tiJJTG_4,kemal istri alumni indonesia global ya,Neutral
2024-05-29T05:58:43Z,@SitiNurrohmah-o2f,"Aku lbih suka dilan ini sumpah
Sunda bgt
Lucunya gak garing
Lbih ga alay
Tpi ttep ngena gombalannya 
Apalagi pas ancika yg kebayang bayang waktu momen dan omongan dilan",0,0,-,-,aY7tiJJTG_4,lbih suka dil sumpah sunda bgt lucu gak garing lbih ga alay tpi ttep ngena gombal pas ancika yg bayang bayang momen omong dil,Neutral
2024-05-27T13:11:20Z,@dindarosdiana8089,Jadi kangen masa masa rompis deh,0,0,-,-,aY7tiJJTG_4,kangen rompis deh,Neutral
2024-05-26T14:17:40Z,@mumun0191,Loe the best pemeran dilan sih bang logat sunda dan acting loe keren,0,0,-,-,aY7tiJJTG_4,loe the best per dil sih bang logat sunda acting loe keren,Positive
2024-05-26T07:55:39Z,@dilakhalisa3703,Cocoookkkk best 💯🔥😍,0,0,-,-,aY7tiJJTG_4,cocoookkkk best,Positive
2024-05-22T13:15:48Z,@byoarsyfa8776,"Sebagus itu arbani meranin dilan, baru habis nonton ancik keren coy❤",0,0,-,-,aY7tiJJTG_4,bagus arbani meranin dil habis nonton ancik keren coy,Neutral
2024-05-20T14:43:42Z,@Lee-junior,sy udah baca novel dilan dari awal sampai ancika. yg paling pas dg tampang dan tongkrongan dilan ..ya menurut ku sih ...Arbani ..sorry utk yg mengidolakan iqbal. Arbani lebih keliatan sosok dilannya .,1,0,-,-,aY7tiJJTG_4,sy udah baca novel dil ancika yg pas dg tampang tongkrong dil ya ku sih arbani sorry utk yg idola iqbal arbani liat sosok dil,Negative
2024-05-17T15:51:03Z,@EnamourBeauty-e4w,Aku mah yes yes yes...keren,0,0,-,-,aY7tiJJTG_4,mah yes yes yeskeren,Neutral
2024-05-17T03:58:33Z,@huzafah_,"Filem Milea tu Dilan intern di company Herdi lakinya Milea tahun 1997, lnsung lagi ada scene reunion trnyata Dilan sama Milea masih sama suka. Ini ancika 1995 lah kok sama2 move on sama Dilan nya nikah terus. Kayak maksa happy ending. Dilannya NPC banget seperti ga ada history nya gitu. Sama bodoh kayak ga skolah kayak ga bljar apa2 dri kesilapan",0,0,-,-,aY7tiJJTG_4,filem milea tu dil intern company herdi laki milea lnsung scene reunion trnyata dil milea suka ancika move on dil nya nikah kayak maksa happy ending dil npc banget ga history nya gitu bodoh kayak ga skolah kayak ga bljar dri silap,Positive
2024-05-15T09:34:10Z,@AgusManurung,"Gue pribadi sih. Di film ancika. 
Cocok banget ancika dan dilan  versi arbani.  Dan milea memang cocok dengan dilan versi iqbal.",0,0,-,-,aY7tiJJTG_4,gue pribadi sih film ancika cocok banget ancika dil versi arbani milea cocok dil versi iqbal,Neutral
2024-04-22T02:05:55Z,@ikasunariantini2541,Sayang endingnya nikah kok dgn chika,0,0,-,-,aY7tiJJTG_4,sayang endingnya nikah dgn chika,Neutral
2024-04-20T07:21:21Z,@adalineluck,Kangen dilan yang dulu,0,0,-,-,aY7tiJJTG_4,kangen dil,Neutral
2024-04-18T06:09:10Z,@ItsAlexaHope,"Justru dilan arbani lebih mirip sama dilan di novel. Apalagi dilan di ancika ya, yg udah kuliah udah dewasa udah di takuti juga di kalangannya, arbani bisa bikin dilan kerasa lebih jantan lebih sangar tp tetep kocak dan lembut ke orang2 di sekitar dia, dan lebih keliatan aura mantan geng motornya.",0,0,-,-,aY7tiJJTG_4,dil arbani dil novel dil ancika ya yg udah kuliah udah dewasa udah takut kalang arbani bikin dil rasa jantan sangar tp tetep kocak lembut orang liat aura mantan geng motor,Neutral
2024-03-16T18:52:39Z,@zeybatv3627,keren ini sih dilannya agak rebel....yg kmaren2 terlalu cupu hahaha,0,1,-,-,aY7tiJJTG_4,keren sih dil rebelyg kmaren cupu hahaha,Positive
2024-05-21T08:07:40Z,@elcheya,Maksut?,0,-,@zeybatv3627,keren ini sih dilannya agak rebel....yg kmaren2 terlalu cupu hahaha,aY7tiJJTG_4,maksut,Neutral
2024-03-12T20:42:06Z,@satriarajesh5912,TAHUNYA G DI BUAT 1945 AJA BG?,0,0,-,-,aY7tiJJTG_4,tahu g aja bg,Neutral
2024-03-05T10:54:51Z,@childrenzone2057,Membumi amat ni orang salut bang,0,0,-,-,aY7tiJJTG_4,bumi ni orang salut bang,Neutral
2024-03-03T09:37:58Z,@korekapi959,"udah nonton tapi gua ngeliat nya ya emang ga cocok bang, gimana tuh?",1,1,-,-,aY7tiJJTG_4,udah nonton gua ngeliat nya ya emang ga cocok bang gimana tuh,Neutral
2024-03-23T11:16:06Z,@hapysenang4500,ya terserah anda.... gitu aj kok susah😂😂😂.... aku lbih siiuka dilan yg arbani😂😂😂😂,0,-,@korekapi959,"udah nonton tapi gua ngeliat nya ya emang ga cocok bang, gimana tuh?",aY7tiJJTG_4,ya serah gitu aj susah lbih siiuka dil yg arbani,Neutral
2024-02-16T08:28:30Z,@lindasaripatimah3318,Dilan arbani lebih Sunda bnget😂 pas gitu cocok dg ancika tp iqbal lebih cocok menjadi dilan untuk milea,0,0,-,-,aY7tiJJTG_4,dil arbani sunda bnget pas gitu cocok dg ancika tp iqbal cocok dil milea,Neutral
2024-02-12T04:28:56Z,@ekowalang9731,Dilan Arbani versi Dilan yg telah dewasa disandingkan dg karakter Ancika yg pengertian dan support Dilan-nya sehingga Dilan menjadi nyaman dg Ancika. Sementara Milea cenderung mengekang Dilan yg masih ingin bebas....,0,0,-,-,aY7tiJJTG_4,dil arbani versi dil yg dewasa sanding dg karakter ancika yg erti support dil dil nyaman dg ancika milea cenderung ekang dil yg bebas,Neutral
2024-02-11T12:54:55Z,@myh115cc5,gw sebelum nonton memang aga keccewa karena bukan iqbal yg meranin ehh tapi setalah gw tonton filmnya sampe selesai. alhasil its okey no problem baguss dan masuk juga .,0,0,-,-,aY7tiJJTG_4,gw nonton aga keccewa iqbal yg meranin ehh seta gw tonton film sampe selesai alhasil its okey no problem baguss masuk,Neutral
2024-02-08T18:58:35Z,@ANDRIARDIAN07,"Udah nonton bos,,gk seru pemain dilan nya masih bagusa. Di peranain iqbal",1,1,-,-,aY7tiJJTG_4,udah nonton bosgk seru main dil nya bagusa peranain iqbal,Positive
2024-05-19T11:53:38Z,@reginaputt9072,Keren tau kalau lu nonton lu ga bisa tidur bayangin Bani sama zee,0,-,@ANDRIARDIAN07,"Udah nonton bos,,gk seru pemain dilan nya masih bagusa. Di peranain iqbal",aY7tiJJTG_4,keren tau lu nonton lu ga tidur bayangin bani zee,Neutral
2024-02-08T16:29:46Z,@dhillaintanaulia904,"Ka Arbani keren bgt sih, masuk bgt meranin Dilan sukses bgt❤",0,0,-,-,aY7tiJJTG_4,ka arbani keren bgt sih masuk bgt meranin dil sukses bgt,Neutral
2024-02-08T11:38:03Z,@dandaniesucoo,"Bener dia g cocok meranin dilan
Lebih cocok jd masa depanku",0,0,-,-,aY7tiJJTG_4,bener g cocok meranin dil cocok jd depan,Neutral
2024-02-08T08:53:39Z,@MrOwen8906,Mau Ikbal or Arbani kalian berhasil memerankan dilan👍,0,0,-,-,aY7tiJJTG_4,ikbal or arbani hasil peran dil,Neutral
2024-02-05T15:15:21Z,@m.yusufnahrawis.2470,"Saya  nonton 2x, baca novel nya 2x........ tapi jujur lebih seru baca novelnya drpd film nya..
Lagian, banyak beda antara film dengan novel nya, banyak cerita isi novel yang hilang...
Film nya bagus2 aja..",0,0,-,-,aY7tiJJTG_4,nonton x baca novel nya x jujur seru baca novel drpd film nya beda film novel nya cerita isi novel hilang film nya bagus aja,Neutral
2024-02-04T09:26:52Z,@Jajanpasar02,Abis nonton filmnya ketagihan pengen nonton lagi,1,0,-,-,aY7tiJJTG_4,abis nonton film tagih ken nonton,Neutral
2024-02-03T21:35:22Z,@Ivan-sz1ne,mantap,0,0,-,-,aY7tiJJTG_4,mantap,Neutral
2024-02-01T15:21:14Z,@citasaskaraakbar8761,"Justru gue lebih berasa baper nonton ancika yg dilan nya diperani arbani, asli haha",1,2,-,-,aY7tiJJTG_4,gue asa baper nonton ancika yg dil nya ani arbani asli haha,Positive
2024-02-04T08:53:35Z,@J4KM1,Iya itu menurut lu yang lain kgk,0,-,@citasaskaraakbar8761,"Justru gue lebih berasa baper nonton ancika yg dilan nya diperani arbani, asli haha",aY7tiJJTG_4,iya lu kgk,Neutral
2024-08-31T13:53:44Z,@animardiyati5101,Sama ....q baper sama zee Arbani...😂😂😊😊,0,-,@citasaskaraakbar8761,"Justru gue lebih berasa baper nonton ancika yg dilan nya diperani arbani, asli haha",aY7tiJJTG_4,q baper zee arbani,Neutral
2024-02-01T10:24:47Z,@ansarirahman6245,"""Menurut saya dan istri saya kamu Arbani, jadikamu sudah dapat ridho istri saya"" 
:)",1,0,-,-,aY7tiJJTG_4,istri arbani jadikamu ridho istri,Neutral
2024-02-01T09:18:08Z,@itslirikan,arbani cinlok sm siapa nih? wkwkwkk,0,0,-,-,aY7tiJJTG_4,arbani cinlok sm nih wkwkwkk,Neutral
2024-01-31T16:27:32Z,@najaaisy2204,Kesini buat Arbani Yasiz...  Sukses buat film Ancika... Sukses selalu buat Arbani Yasiz...,1,0,-,-,aY7tiJJTG_4,kesini arbani yasiz sukses film ancika sukses arbani yasiz,Neutral
2024-01-31T14:58:47Z,@babudunia8344,"Gua suka bgt sm arbani yg berhasil meranin dilan. Beneran berasa jd ancika gua selama nonton. Tengilnya dapet, ngeselin tp bikin penasaran. Menurut gua arbani gambaran dilan selama gua baca novelnya dilan dari dulu. Kaya bener2 ini lhoo dilann!",4,0,-,-,aY7tiJJTG_4,gua suka bgt sm arbani yg hasil meranin dil beneran asa jd ancika gua nonton tengil dapet ngeselin tp bikin penasaran gua arbani gambar dil gua baca novel dil kaya bener lhoo dilann,Neutral
2024-01-31T00:45:10Z,@Abenghoppus,"Menurut saya mau siapa yg berperan juga mereka pasti akan berusaha untuk totalitas sesuai peran mereka , belajar respect sama orang orang yg berkarya di dunia acting , salut sih buat mereka para actor bisa melatih diri contoh terkecil dari ekpresi raut wajah, dan lainnnya jadi mau siapapun yg berperan aku setuju aja",0,0,-,-,aY7tiJJTG_4,yg peran usaha totalitas sesuai peran ajar respect orang orang yg karya dunia acting salut sih actor latih contoh kecil ekpresi raut wajah lainnnya yg peran tuju aja,Neutral
2024-01-28T18:38:23Z,@fuadubayyid1647,saya udh nnton film ancika bagus banget cocok film peran dilan yg sekarang ancika 👍👍👍👍👍,0,0,-,-,aY7tiJJTG_4,udh nnton film ancika bagus banget cocok film peran dil yg ancika,Neutral
2024-01-28T13:16:00Z,@notex6256,Jawab nya kagak..dari karakter juga sdh kelihatan iqbal lebih baik lebih natural,0,0,-,-,aY7tiJJTG_4,nya kagakdari karakter sdh iqbal natural,Positive
2024-01-27T23:29:50Z,@hafizaulfa2916,menurut aku...dilan (arbani) cocok...udh ntn filmnya...dgn cerita dia mahasiswa udh dewasa....arbani cocok ..wlpn Ada yg banding2in (roman pic isan & dilan)...karakter mrk sm2 puitis dan romantis..❤,1,0,-,-,aY7tiJJTG_4,akudilan arbani cocokudh ntn filmnyadgn cerita mahasiswa udh dewasaarbani cocok wlpn yg bandingin roman pic isan dilankarakter mrk sm puitis romantis,Neutral
2024-01-27T17:18:25Z,@LuffyManiac19,"Yg g cocok tuh milea sama tunangannya jir, dovi yg mukanya pengen gua pukul di dilan dan milea, disini malah diganti sm orang culun jir",1,0,-,-,aY7tiJJTG_4,yg g cocok tuh milea tunang jir dovi yg muka ken gua dil milea ganti sm orang culun jir,Neutral
2024-01-27T14:32:12Z,@lettoponsel3712,"Asli semporna bagi diri pribadiku,, Arbani sebagai sipat luar dalamnya,, ..",0,0,-,-,aY7tiJJTG_4,asli semporna pribadi arbani sipat dalam,Neutral
2024-01-27T02:17:37Z,@penaiza.7159,"Dulu awal2 bani jadi roman picisan itu rame bgt asli, tp entah mengapa aku biasa aja gitu, belum yang suka2 bgt. Padahal banyak temen2ku yg bilang sukaaa bgtt. Mungkin karena aku nggak nonton kali yaa, asli sama sekali aku nggak nonton rompis versi sinetron. Nontonnya pas udah jadi film. Tp aku masih biasa aja, sampai bertanya2 ""bagusnya dimana?""😭 maaf bani, agak lain emang aku ini😭🙏 terus bener2 suka arbani itu gara2 nonton series yang dia jadi Ustadz Ahmad. Lupa lagi judulnya apa. Tapi sumpah, disitu aku jatuh cinta bgt sama arbani😭 terus jadi sering nontonin bani di ipa ips. Dan puncaknya kemarin. Karena aku udah kebacut suka sama bani pas jadi ustad ahmad, kemarin bela2in nonton dilan sendirian ke bioskop karena gaada temen kan, terus takut keburu turun layar😭 aku baca semua novel dilan, termasuk yg ancika ini. Dan karena aku juga penggila tulisan ayah pidi, walau agak berat juga awalnya kalau dilannya diganti, tapi ttp nonton karena yg aku suka bukan pemainnya tp dilannya. Eh pas nonton ""gilak, arbani lebih cocok jadi dilan sih😭🙏"" Dari dulu aku blm follow instagramnnya bani, gara2 kemarin nonton jadi dilan, auto follow diaaa😭😭😭 terimakasih arbani sudah menciptakan karakter dilan yang baru❤

Edit: oh iya, judulnya USTADZ MILENIAL PAS ARBANI JADI USTADZ AHMAD, AAAAAA😭😭😭😭😭❤❤❤❤❤",5,12,-,-,aY7tiJJTG_4,bani roman picis rame bgt asli tp aja gitu suka bgt temenku yg bilang sukaaa bgtt nggak nonton kali yaa asli nggak nonton rompis versi sinetron nontonnya pas udah film tp aja bagus mana maaf bani emang bener suka arbani gara nonton series ustadz ahmad lupa judul sumpah situ jatuh cinta bgt arbani nontonin bani ipa ips puncak kemarin udah bacut suka bani pas ustad ahmad kemarin bain nonton dil bioskop gaada temen takut keburu turun layar baca novel dil yg ancika gila tulis ayah pidi berat dil ganti ttp nonton yg suka main tp dil eh pas nonton gilak arbani cocok dil sih blm follow instagramnnya bani gara kemarin nonton dil auto follow diaaa terimakasih arbani cipta karakter dil edit oh iya judul ustadz milenial pas arbani ustadz ahmad aaaaaa,Positive
2024-02-03T06:46:41Z,@lizznauranakeisha,"Skrg nonton ka sinet yg rompis ka... asli seruu,aku srg di ulang2 walaupun 5thn yg lalu 😅",0,-,@penaiza.7159,"Dulu awal2 bani jadi roman picisan itu rame bgt asli, tp entah mengapa aku biasa aja gitu, belum yang suka2 bgt. Padahal banyak temen2ku yg bilang sukaaa bgtt. Mungkin karena aku nggak nonton kali yaa, asli sama sekali aku nggak nonton rompis versi sinetron. Nontonnya pas udah jadi film. Tp aku masih biasa aja, sampai bertanya2 ""bagusnya dimana?""😭 maaf bani, agak lain emang aku ini😭🙏 terus bener2 suka arbani itu gara2 nonton series yang dia jadi Ustadz Ahmad. Lupa lagi judulnya apa. Tapi sumpah, disitu aku jatuh cinta bgt sama arbani😭 terus jadi sering nontonin bani di ipa ips. Dan puncaknya kemarin. Karena aku udah kebacut suka sama bani pas jadi ustad ahmad, kemarin bela2in nonton dilan sendirian ke bioskop karena gaada temen kan, terus takut keburu turun layar😭 aku baca semua novel dilan, termasuk yg ancika ini. Dan karena aku juga penggila tulisan ayah pidi, walau agak berat juga awalnya kalau dilannya diganti, tapi ttp nonton karena yg aku suka bukan pemainnya tp dilannya. Eh pas nonton ""gilak, arbani lebih cocok jadi dilan sih😭🙏"" Dari dulu aku blm follow instagramnnya bani, gara2 kemarin nonton jadi dilan, auto follow diaaa😭😭😭 terimakasih arbani sudah menciptakan karakter dilan yang baru❤

Edit: oh iya, judulnya USTADZ MILENIAL PAS ARBANI JADI USTADZ AHMAD, AAAAAA😭😭😭😭😭❤❤❤❤❤",aY7tiJJTG_4,skrg nonton ka set yg rompis ka asli seruuaku srg ulang thn yg,Neutral
2024-06-15T12:03:26Z,@arlitarozano7768,"Bener kak nonton rompis the series deh. awalnya aku juga gak ngeh sama Arbani, eh pas ntn Rompis the series anjir gilakk uda jatuh cinta liat dia, abis itu follow dan lgsung liat series dia yg lain..",0,-,@penaiza.7159,"Dulu awal2 bani jadi roman picisan itu rame bgt asli, tp entah mengapa aku biasa aja gitu, belum yang suka2 bgt. Padahal banyak temen2ku yg bilang sukaaa bgtt. Mungkin karena aku nggak nonton kali yaa, asli sama sekali aku nggak nonton rompis versi sinetron. Nontonnya pas udah jadi film. Tp aku masih biasa aja, sampai bertanya2 ""bagusnya dimana?""😭 maaf bani, agak lain emang aku ini😭🙏 terus bener2 suka arbani itu gara2 nonton series yang dia jadi Ustadz Ahmad. Lupa lagi judulnya apa. Tapi sumpah, disitu aku jatuh cinta bgt sama arbani😭 terus jadi sering nontonin bani di ipa ips. Dan puncaknya kemarin. Karena aku udah kebacut suka sama bani pas jadi ustad ahmad, kemarin bela2in nonton dilan sendirian ke bioskop karena gaada temen kan, terus takut keburu turun layar😭 aku baca semua novel dilan, termasuk yg ancika ini. Dan karena aku juga penggila tulisan ayah pidi, walau agak berat juga awalnya kalau dilannya diganti, tapi ttp nonton karena yg aku suka bukan pemainnya tp dilannya. Eh pas nonton ""gilak, arbani lebih cocok jadi dilan sih😭🙏"" Dari dulu aku blm follow instagramnnya bani, gara2 kemarin nonton jadi dilan, auto follow diaaa😭😭😭 terimakasih arbani sudah menciptakan karakter dilan yang baru❤

Edit: oh iya, judulnya USTADZ MILENIAL PAS ARBANI JADI USTADZ AHMAD, AAAAAA😭😭😭😭😭❤❤❤❤❤",aY7tiJJTG_4,bener kak nonton rompis the series deh gak ngeh arbani eh pas ntn rompis the series anjir gilakk uda jatuh cinta liat abis follow lgsung liat series yg,Neutral
2024-06-15T12:04:16Z,@arlitarozano7768,Mas Ahmad. oh iya di film Ranah 3 warna juga kalem jdi Alif Fikri,0,-,@penaiza.7159,"Dulu awal2 bani jadi roman picisan itu rame bgt asli, tp entah mengapa aku biasa aja gitu, belum yang suka2 bgt. Padahal banyak temen2ku yg bilang sukaaa bgtt. Mungkin karena aku nggak nonton kali yaa, asli sama sekali aku nggak nonton rompis versi sinetron. Nontonnya pas udah jadi film. Tp aku masih biasa aja, sampai bertanya2 ""bagusnya dimana?""😭 maaf bani, agak lain emang aku ini😭🙏 terus bener2 suka arbani itu gara2 nonton series yang dia jadi Ustadz Ahmad. Lupa lagi judulnya apa. Tapi sumpah, disitu aku jatuh cinta bgt sama arbani😭 terus jadi sering nontonin bani di ipa ips. Dan puncaknya kemarin. Karena aku udah kebacut suka sama bani pas jadi ustad ahmad, kemarin bela2in nonton dilan sendirian ke bioskop karena gaada temen kan, terus takut keburu turun layar😭 aku baca semua novel dilan, termasuk yg ancika ini. Dan karena aku juga penggila tulisan ayah pidi, walau agak berat juga awalnya kalau dilannya diganti, tapi ttp nonton karena yg aku suka bukan pemainnya tp dilannya. Eh pas nonton ""gilak, arbani lebih cocok jadi dilan sih😭🙏"" Dari dulu aku blm follow instagramnnya bani, gara2 kemarin nonton jadi dilan, auto follow diaaa😭😭😭 terimakasih arbani sudah menciptakan karakter dilan yang baru❤

Edit: oh iya, judulnya USTADZ MILENIAL PAS ARBANI JADI USTADZ AHMAD, AAAAAA😭😭😭😭😭❤❤❤❤❤",aY7tiJJTG_4,mas ahmad oh iya film ranah warna kalem jdi alif fikri,Neutral
2024-06-16T02:18:45Z,@Zahra12.01,"Agustus mendatang film Arbani yg terbaru mau tayang jg kak, jgn lupa nonton... karakter nya mirip mas Ahmad..yaitu lulusan pesantren",0,-,@penaiza.7159,"Dulu awal2 bani jadi roman picisan itu rame bgt asli, tp entah mengapa aku biasa aja gitu, belum yang suka2 bgt. Padahal banyak temen2ku yg bilang sukaaa bgtt. Mungkin karena aku nggak nonton kali yaa, asli sama sekali aku nggak nonton rompis versi sinetron. Nontonnya pas udah jadi film. Tp aku masih biasa aja, sampai bertanya2 ""bagusnya dimana?""😭 maaf bani, agak lain emang aku ini😭🙏 terus bener2 suka arbani itu gara2 nonton series yang dia jadi Ustadz Ahmad. Lupa lagi judulnya apa. Tapi sumpah, disitu aku jatuh cinta bgt sama arbani😭 terus jadi sering nontonin bani di ipa ips. Dan puncaknya kemarin. Karena aku udah kebacut suka sama bani pas jadi ustad ahmad, kemarin bela2in nonton dilan sendirian ke bioskop karena gaada temen kan, terus takut keburu turun layar😭 aku baca semua novel dilan, termasuk yg ancika ini. Dan karena aku juga penggila tulisan ayah pidi, walau agak berat juga awalnya kalau dilannya diganti, tapi ttp nonton karena yg aku suka bukan pemainnya tp dilannya. Eh pas nonton ""gilak, arbani lebih cocok jadi dilan sih😭🙏"" Dari dulu aku blm follow instagramnnya bani, gara2 kemarin nonton jadi dilan, auto follow diaaa😭😭😭 terimakasih arbani sudah menciptakan karakter dilan yang baru❤

Edit: oh iya, judulnya USTADZ MILENIAL PAS ARBANI JADI USTADZ AHMAD, AAAAAA😭😭😭😭😭❤❤❤❤❤",aY7tiJJTG_4,agustus film arbani yg baru tayang jg kak jgn lupa nonton karakter nya mas ahmadyaitu lulus pesantren,Neutral
